timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1764253561585,1076,Home,200,,Thread Group 1 1-93,text,true,,5664,148,5,5,https://petstore.octoperf.com/actions/Catalog.action,1075,0,799
1764253562544,318,Cart Page,200,,Thread Group 1 1-90,text,true,,4797,155,5,5,https://petstore.octoperf.com/actions/Cart.action?viewCart=,318,0,0
1764253562561,313,SignUp Page,200,,Thread Group 1 1-91,text,true,,6573,164,4,4,https://petstore.octoperf.com/actions/Account.action?newAccountForm=,311,0,0
1764253562599,296,Cats Page,200,,Thread Group 1 1-92,text,true,,4265,178,4,4,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=CATS,295,0,0
1764253562661,267,Fish Page,200,,Thread Group 1 1-93,text,true,,4619,178,4,4,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=FISH,267,0,0
1764253562874,296,Cart Page,200,,Thread Group 1 1-91,text,true,,4797,155,4,4,https://petstore.octoperf.com/actions/Cart.action?viewCart=,296,0,0
1764253562895,299,Birds Page,200,,Thread Group 1 1-92,text,true,,4269,179,3,3,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=BIRDS,299,0,0
1764253562929,277,Dog page,200,,Thread Group 1 1-93,text,true,,4991,178,3,3,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=DOGS,277,0,0
1764253563194,290,SignIn page,200,,Thread Group 1 1-92,text,true,,4656,160,3,3,https://petstore.octoperf.com/actions/Account.action?signonForm=,289,0,0
1764253563207,288,Reptiles Page,200,,Thread Group 1 1-93,text,true,,4271,182,3,3,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=REPTILES,288,0,0
1764253563495,286,Cats Page,200,,Thread Group 1 1-93,text,true,,4265,178,4,4,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=CATS,285,0,0
1764253563484,1627,SignUp Page,200,,Thread Group 1 1-92,text,true,,6573,164,5,5,https://petstore.octoperf.com/actions/Account.action?newAccountForm=,1375,0,0
1764253565110,251,Cart Page,200,,Thread Group 1 1-92,text,true,,4797,155,5,5,https://petstore.octoperf.com/actions/Cart.action?viewCart=,251,0,0
